country,cluster,date,expenses,expenses_1,expenses_2,expenses_3,expenses_4,expenses_5,expenses_6,month,year,quarter,num_working_days,num_days,n_mondays,n_tuesdays,n_wednesdays,n_thursdays,n_friday,last_day,months_from_launch_date,gross_price,net_price,month_in_quarter,volume
Country_a,Product_1,2013-01-01,-2019000,-270000,0,0,-598500,0,-1150500,1,13,1,22,31,4,4,5,5,4,4,35,33.0627037392138,30.8246473633749,1,117337.5
Country_a,Product_1,2013-02-01,-1995000,-867000,0,0,-862500,0,-265500,2,13,1,19,28,3,4,4,4,4,4,36,32.7967346938776,30.5752705306122,2,103359.375
Country_a,Product_1,2013-03-01,-1315500,-355500,0,0,-688500,0,-271500,3,13,1,20,31,4,4,4,3,5,5,37,36.5480832420591,23.4244475355969,3,102712.5
Country_a,Product_1,2013-04-01,-1522500,-315000,0,0,-796500,0,-411000,4,13,2,22,30,5,5,4,4,4,2,38,34.9497152542373,31.9146915254237,1,132750
Country_a,Product_1,2013-05-01,-1989000,-651000,0,0,-634500,0,-703500,5,13,2,22,31,3,4,5,5,5,5,39,34.2116980589504,31.5644415528396,2,156487.5
Country_a,Product_1,2013-06-01,-1383000,-337500,0,0,-724500,0,-321000,6,13,2,20,30,4,4,4,4,4,5,40,33.8794105263158,16.8032009569379,3,117562.5
Country_a,Product_1,2013-07-01,-1297500,-451500,0,0,-745500,0,-100500,7,13,3,22,31,4,5,5,4,4,3,41,33.2842903752039,31.2529660685156,1,137925
Country_a,Product_1,2013-08-01,-1065750,-27899.9999999999,0,0,-620400,0,-417450,8,13,3,21,31,3,4,4,5,5,5,42,33.5341144674086,30.8803052464229,2,141525
Country_a,Product_1,2013-09-01,-1556100,-241800,0,0,-832200,0,-482100,9,13,3,20,30,4,4,4,4,4,1,43,34.0748051554208,30.0133536012131,3,148387.5
Country_a,Product_1,2013-10-01,-1313850,-477750,0,0,-765750,0,-70350.0000000002,10,13,4,22,31,3,5,5,5,4,4,44,34.4147345454545,32.6980375757576,1,185625
Country_a,Product_1,2013-11-01,-1388550,-406650,0,0,-836250,0,-145650,11,13,4,21,30,4,4,4,4,5,5,45,35.610866174921,35.4780953635406,2,213525
Country_a,Product_1,2013-12-01,-1872600,-868800,0,0,-823050.000000002,0,-180750,12,13,4,20,31,5,4,3,4,4,2,46,36.1325514705882,25.576622242647,3,122400
Country_a,Product_1,2014-01-01,-1267350,-221700,0,0,-839700,0,-205950,1,14,1,22,31,4,4,4,5,5,5,47,33.6353522727273,26.4173204545455,1,158400
Country_a,Product_1,2014-02-01,-1302750,-186000,0,0,-925950,0,-190800,2,14,1,19,28,3,4,4,4,4,5,48,34.5193858640514,30.1523955360162,2,166331.25
Country_a,Product_1,2014-03-01,-980550,-138750,0,0,-751350,0,-90450,3,14,1,21,31,5,4,4,4,4,1,49,33.8808146214099,28.7354404409631,3,193893.75
Country_a,Product_1,2014-04-01,-1036650,-314700,0,0,-656700,0,-65250,4,14,2,21,30,4,5,5,4,3,3,50,36.3614543325527,30.6650759953161,1,192150
Country_a,Product_1,2014-05-01,-1304400,-450000,0,0,-769050,0,-85350,5,14,2,21,31,3,4,4,5,5,5,51,36.4915832482125,29.3688540347294,2,220275
Country_a,Product_1,2014-06-01,-1424100,-589050,0,0,-814950,0,-20100,6,14,2,21,30,5,4,4,4,4,1,52,36.4501678321679,27.3508918414919,3,193050
Country_a,Product_1,2014-07-01,-1437000,-656850,0,0,-699750,0,-80400,7,14,3,22,31,4,4,5,5,4,4,53,37.3336132930514,30.8511422960726,1,223425
Country_a,Product_1,2014-08-01,-892950,-337800,0,0,-525150,0,-30000.0000000001,8,14,3,20,31,3,4,4,4,5,5,54,36.8137490646047,28.4369638313795,2,225506.25
Country_a,Product_1,2014-09-01,-1104600,-370650,0,0,-668550,0,-65399.9999999999,9,14,3,21,30,4,5,4,4,4,2,55,38.053035532995,21.2533702199661,3,199462.5
Country_a,Product_1,2014-10-01,-886950,-256950,0,0,-619949.999999999,0,-10050.0000000001,10,14,4,22,31,3,4,5,5,5,5,56,37.6924037055096,30.6841171136031,1,230737.5
Country_a,Product_1,2014-11-01,-931950,-304950,0,0,-586950,0,-40050,11,14,4,20,30,4,4,4,4,4,5,57,37.4311682785301,31.3904201160542,2,232650
Country_a,Product_1,2014-12-01,-1625850,-891300,0,0,-679200,0,-55350,12,14,4,21,31,5,5,5,3,3,3,58,36.60375,28.5550681730769,3,234000
Country_a,Product_1,2015-01-01,-1037550,-228000,0,0,-734250,0,-75300,1,15,1,21,31,4,4,4,4,5,5,59,39.4064213101386,34.516883283501,1,206943.75
Country_a,Product_1,2015-02-01,-1394250,-540150,0,0,-778800,0,-75300,2,15,1,19,28,3,4,4,4,4,5,60,38.5284129651861,29.4900917166867,2,187425
Country_a,Product_1,2015-03-01,-986850,-173700,0,0,-808050,0,-5099.99999999999,3,15,1,22,31,5,5,4,4,4,2,61,38.8356663492242,28.1570818441544,3,200823.75
Country_a,Product_1,2015-04-01,-968550,-236550,0,0,-717000,0,-15000,4,15,2,21,30,4,4,5,5,3,4,62,38.3685102001907,33.2450618684462,1,236025
Country_a,Product_1,2015-05-01,-971850,-157650,0,0,-753900,0,-60300,5,15,2,20,31,3,4,4,4,5,5,63,38.2690283938712,30.2581512911175,2,209992.5
Country_a,Product_1,2015-06-01,-1158300,-315900,0,0,-792150,0,-50250,6,15,2,22,30,5,5,4,4,4,2,64,38.2735812962775,33.0198427832437,3,221827.5
Country_a,Product_1,2015-07-01,-1151850,-183450,0,0,-868050,0,-100350,7,15,3,22,31,4,4,4,5,5,5,65,39.6504564478802,28.9591335860947,1,228476.25
Country_a,Product_1,2015-08-01,1468500,-171000,0,0,1664700,0,-25200,8,15,3,20,31,4,4,4,4,4,1,66,37.2960593477925,29.1089082479007,2,218373.75
Country_a,Product_1,2015-09-01,-1242450,-514800,0,0,-667350,0,-60300,9,15,3,21,30,3,5,5,4,4,3,67,39.3816235908141,28.3726770354906,3,215550
Country_a,Product_1,2015-10-01,-1086750,-481050,0,0,-555600,0,-50100,10,15,4,21,31,3,4,4,5,5,5,68,37.4121588905399,28.52995047053,1,227137.5
Country_a,Product_1,2015-11-01,-1359300,-748500,0,0,-570600,0,-40200,11,15,4,21,30,5,4,4,4,4,1,69,39.6082593989012,29.71143445007,2,208867.5
Country_a,Product_1,2015-12-01,-1186650,-594150,0,0,-567300,0,-25200,12,15,4,18,31,3,4,4,4,3,4,70,40.0563607281911,31.9886158055351,3,213817.5
Country_a,Product_1,2016-01-01,-999150,-384000,0,0,-580050,0,-35100,1,16,1,20,31,4,4,4,4,4,5,71,37.0411451310861,29.1835726825842,1,192240
Country_a,Product_1,2016-02-01,-941400,-370800,0,0,-515250,0,-55350,2,16,1,19,29,3,4,4,4,4,1,72,40.224787613366,33.0543129073416,2,163119.375
Country_a,Product_1,2016-03-01,-486750,-74250.0000000002,0,0,-282000,0,-130500,3,16,1,21,31,3,5,5,5,3,4,73,38.781047205887,32.7443466692375,3,175044.375
Country_a,Product_1,2016-04-01,-1023300,-437100,0,0,-480750,0,-105450,4,16,2,21,30,4,4,4,4,5,5,74,39.4289677337398,32.726834222561,1,177120
Country_a,Product_1,2016-05-01,-704550,-197100,0,0,-442200,0,-65250,5,16,2,22,31,5,5,4,4,4,2,75,39.7993739151399,33.609555930569,2,186660
Country_a,Product_1,2016-06-01,-500550,-7650.00000000003,0,0,-377400,0,-115500,6,16,2,21,30,4,4,5,5,3,4,76,39.8068503448854,32.0245292524226,3,201425.625
Country_a,Product_1,2016-07-01,-709350,-205050,0,0,-469050,0,-35250,7,16,3,20,31,4,4,4,4,4,5,77,39.468747647162,27.8228436312621,1,192453.75
Country_a,Product_1,2016-08-01,-905550,-210900,0,0,-458700,0,-235950,8,16,3,21,31,4,5,4,4,4,3,78,37.7988432508959,28.3786744237491,2,254283.75
Country_a,Product_1,2016-09-01,-453000,-80099.9999999999,0,0,-197100,0,-175800,9,16,3,21,30,3,4,4,5,5,5,79,38.8895307324663,29.2463334444815,3,202432.5
Country_a,Product_1,2016-10-01,-554700,-169800,0,0,-214500,0,-170400,10,16,4,20,31,4,4,4,4,4,1,80,38.5139770545806,28.8294845232011,1,198078.75
Country_a,Product_1,2016-11-01,-596700,-38100.0000000001,0,0,-287700,0,-270900,11,16,4,21,30,4,5,5,4,3,3,81,38.8209981762414,30.7279855757274,2,271417.5
Country_a,Product_1,2016-12-01,-714750,-145050,0,0,-399300,0,-170400,12,16,4,17,31,3,3,3,4,4,5,82,38.8829103091214,28.7187665600732,3,221636.25
Country_a,Product_1,2017-01-01,-732750,-131100,0,0,-320700,0,-280950,1,17,1,22,31,5,5,4,4,4,2,83,36.2165742874469,26.3908310086921,1,222615
Country_a,Product_1,2017-02-01,-515400,-103800,0,0,-260550,0,-151050,2,17,1,20,28,4,4,4,4,4,2,84,39.1733696547354,29.7653367120684,2,213097.5
Country_a,Product_1,2017-03-01,-355200,81750,0,0,-298650,0,-138300,3,17,1,23,31,4,4,5,5,5,5,85,39.0577790103212,31.1204789235074,3,233257.5
Country_a,Product_1,2017-04-01,-642300,-254400,0,0,-264600,0,-123300,4,17,2,18,30,3,4,4,4,3,5,86,39.3627836874753,31.1420220403854,1,170482.5
Country_a,Product_1,2017-05-01,-364500,-26850,0,0,-255300,0,-82350,5,17,2,22,31,4,5,5,4,4,3,87,38.3635922121357,32.137963927377,2,188370
Country_a,Product_1,2017-06-01,-130350,212400,0,0,-260400,0,-82350.0000000002,6,17,2,21,30,3,4,4,5,5,5,88,38.8286152710399,29.0673968572031,3,213345
Country_a,Product_1,2017-07-01,-404250,-136950,0,0,-229800,0,-37500,7,17,3,21,31,5,4,4,4,4,1,89,38.2532041427715,28.1630877913778,1,197150.625
Country_b,Product_1,2013-05-01,-2608500,-2608500,0,0,0,0,0,5,13,2,23,31,4,4,4,5,5,5,45,60.6837,60.6837,2,112500
Country_b,Product_1,2013-06-01,-7770000,-7770000,0,0,0,0,0,6,13,2,19,30,3,3,3,4,4,5,46,60.6837,60.6837,3,45000
Country_b,Product_1,2013-07-01,-4452000,-4452000,0,0,0,0,0,7,13,3,24,31,5,5,5,4,4,3,47,60.6837,60.6837,1,112500
Country_b,Product_1,2013-08-01,-1701450,-1701450,0,0,0,0,0,8,13,3,23,31,4,4,4,5,5,5,48,60.6837,60.623608875,2,180000
Country_b,Product_1,2013-09-01,-1720950,-1720950,0,0,0,0,0,9,13,3,21,30,5,4,4,3,3,1,49,60.6837,60.6837,3,146250
Country_b,Product_1,2013-10-01,-2504850,-2504850,0,0,0,0,0,10,13,4,19,31,3,4,4,4,3,4,50,60.6837,60.6837,1,112500
Country_b,Product_1,2013-11-01,-2728800,-2728800,0,0,0,0,0,11,13,4,21,30,4,4,4,4,5,5,51,60.6837,60.0652344,2,112500
Country_b,Product_1,2013-12-01,-661649.999999999,-661649.999999999,0,0,0,0,0,12,13,4,21,31,5,5,3,4,4,2,52,60.6837,58.6474216000001,3,112500
Country_b,Product_1,2014-01-01,-1310100,-1310100,0,0,0,0,0,1,14,1,22,31,4,4,4,5,4,4,53,60.6837,59.7734444444445,1,202500
Country_b,Product_1,2014-02-01,-485250,-485250,0,0,0,0,0,2,14,1,17,28,3,3,3,3,4,5,54,60.6837,59.7734445171849,2,137475
Country_b,Product_1,2014-03-01,-2199000,-663150,0,0,-1535850,0,0,3,14,1,21,31,5,4,4,4,4,1,55,60.6837,59.6985231428571,3,157500
Country_b,Product_1,2014-04-01,-3904050,-2010750,0,0,-1893300,0,0,4,14,2,21,30,3,5,5,4,4,3,56,60.6837,62.1198016000001,1,112500
Country_b,Product_1,2014-05-01,-3439800,-1789650,0,0,-1650150,0,0,5,14,2,21,31,4,4,4,4,4,5,57,60.6837,59.8948120000001,2,67500
Country_b,Product_1,2014-06-01,-4382100,-2563200,0,0,-1818900,0,0,6,14,2,20,30,4,4,4,4,4,1,58,60.6837,59.8948120000001,3,135000
Country_b,Product_1,2014-07-01,-4683900,-2703750,0,0,-1980150,0,0,7,14,3,23,31,4,5,5,5,4,4,59,64.01703,63.1848086,1,225000
Country_b,Product_1,2014-08-01,-5698650,-3950100,0,0,-1748550,0,0,8,14,3,21,31,4,4,4,4,5,5,60,60.6837,59.5262271250001,2,180000
Country_b,Product_1,2014-09-01,-6474600,-4735200,0,0,-1739400,0,0,9,14,3,22,30,4,5,4,4,4,2,61,60.6837,59.8948119444444,3,162000
Country_b,Product_1,2014-10-01,-5337150,-3409350,0,-17400,-1818000,0,-92400,10,14,4,19,31,3,3,4,4,4,5,62,59.8711627906977,59.0928376321353,1,159637.5
Country_b,Product_1,2014-11-01,-4848000,-3018000,0,-1800,-1818450,0,-9749.99999999999,11,14,4,20,30,4,4,4,4,4,5,63,60.5827287853578,59.7951534109817,2,135225
Country_b,Product_1,2014-12-01,-6617550,-4655850,0,-23850,-1811400,0,-126450,12,14,4,22,31,5,5,5,3,4,3,64,0,-0.809992307692307,3,2925
Country_b,Product_1,2015-01-01,-2415150,-955500,0,-16500,-1321500,0,-121650,1,15,1,20,31,4,4,4,4,4,5,65,59.8196385542169,59.0419833515882,1,205425
Country_b,Product_1,2015-02-01,-2438700,-1131900,0,-4500,-1278000,0,-24300,2,15,1,15,28,3,3,3,3,3,5,66,60.5575384615385,59.7702903950105,2,270562.5
Country_b,Product_1,2015-03-01,-3264600,-2016000,0,-14850,-1186350,0,-47400,3,15,1,22,31,5,5,4,4,4,2,67,60.2693482309125,59.4858465549348,3,181237.5
Country_b,Product_1,2015-04-01,-3520200,-1972500,0,-34500,-1327050,0,-186150,4,15,2,19,30,3,4,5,4,3,4,68,59.5734672021419,58.7990121374387,1,252112.5
Country_b,Product_1,2015-05-01,-3567900,-1827900,0,-49200,-1424400,0,-266400,5,15,2,17,31,3,4,4,3,3,5,69,59.0987782204515,58.3304941124391,2,254137.5
Country_b,Product_1,2015-06-01,-4665150,-3067650,0,-43650,-1315350,0,-238500,6,15,2,21,30,5,5,4,4,3,2,70,59.5204852941177,58.264091889483,3,252450
Country_b,Product_1,2015-07-01,-4855800,-2976150,0,-42600,-1605900,0,-231150,7,15,3,23,31,4,4,5,5,5,5,71,59.1459064327485,58.3770096491228,1,230850
Country_b,Product_1,2015-08-01,-4401450,-2881200,0,-37050,-1283700,0,-199500,8,15,3,21,31,5,4,4,4,4,1,72,0,0,2,4837.5
Country_b,Product_1,2015-09-01,-6613200,-5003700,0,-39150,-1357350,0,-213000,9,15,3,21,30,3,5,5,4,4,3,73,0,0,3,5400
Country_b,Product_1,2015-10-01,-4567500,-1995750,0,-45450,-1266150,0,-1260150,10,15,4,17,31,3,3,3,4,4,5,74,59.3400684370918,58.5686475402699,1,258412.5
Country_b,Product_1,2015-11-01,-5678400,-3516450,0,-75750,-1447200,0,-639000,11,15,4,21,30,5,4,4,4,4,1,75,56.9036704621568,56.1639227059611,2,167962.5
Country_b,Product_1,2015-12-01,-4064400,-2522250,0,-57750,-1484400,0,0,12,15,4,18,31,4,4,4,3,3,1,76,57.7154755434783,56.0408504076087,3,165600
Country_b,Product_1,2016-01-01,-3240150,-1507350,0,-41100,-1146450,0,-545250,1,16,1,20,31,4,4,4,4,4,5,77,59.3615562472211,58.5898560249,1,253012.5
Country_b,Product_1,2016-02-01,-2639400,-1357650,0,-30150,-1251600,0,0,2,16,1,18,29,4,3,3,3,3,1,78,59.7333959731544,58.956861834452,2,251437.5
Country_b,Product_1,2016-03-01,-2735700,-1563300,0,-75900,-1096500,0,0,3,16,1,23,31,4,5,5,5,4,4,79,56.1886111111112,55.4581591049384,3,145800
Country_b,Product_1,2016-04-01,-3904950,-2719650,0,-10050,-1175250,0,0,4,16,2,20,30,3,4,4,4,5,5,80,60.132485549133,59.3507633360859,1,136237.5
Country_b,Product_1,2016-05-01,-4647600,-2853150,0,-77550,-1171650,0,-545250,5,16,2,21,31,4,5,4,4,4,2,81,57.8490943755959,57.097056148713,2,236025
Country_b,Product_1,2016-06-01,-6623100,-5461350,0,-101700,-1060050,0,0,6,16,2,21,30,4,4,5,4,3,4,82,57.4112956442177,56.4947794382676,3,243452.25
Country_b,Product_1,2016-07-01,-4143750,-2047200,0,-54600,-1263300,0,-778650,7,16,3,21,31,4,4,4,4,5,5,83,58.8762733677156,58.1104623494981,1,236022.75
Country_b,Product_1,2016-08-01,-2574150,-1307100,0,-52950,-1214100,0,0,8,16,3,23,31,5,5,5,4,4,3,84,58.4462255756843,57.6799533758052,2,189654.75
Country_b,Product_1,2016-09-01,-2722200,-990150,0,-47850,-1138950,0,-545250,9,16,3,21,30,4,4,4,4,4,5,85,58.9167855998603,58.1500893212556,3,231747.75
Country_b,Product_1,2016-10-01,-1015950,-298799.999999999,0,-48450,-1055700,0,387000,10,16,4,18,31,4,3,3,3,3,1,86,58.6047464401698,57.8523508559057,1,189141.75
Country_b,Product_1,2016-11-01,-3753750,-1138500,0,-42150,-1212600,0,-1360500,11,16,4,22,30,4,5,5,4,4,3,87,59.2681845544401,58.376236382702,2,231736.5
Country_b,Product_1,2016-12-01,-5544150,-893400,0,-19950,-1223250,0,-3407550,12,16,4,22,31,4,4,4,5,5,5,88,59.4366490231932,58.6695249735348,3,116898.75
Country_b,Product_1,2017-01-01,-1319850,-526200,0,-10050,-783600,0,0,1,17,1,18,31,3,4,4,4,3,4,89,60.5023689582203,59.6055488866833,1,240295.5
Country_b,Product_1,2017-02-01,-1347900,-470400,0,-18300,-640350,0,-218850,2,17,1,19,28,4,4,3,3,4,2,90,-8.07809035095757,-7.97345551177496,2,-1203158.25
Country_b,Product_1,2017-03-01,-2847750,-1121850,0,0,-643950,-1081950,0,3,17,1,23,31,4,4,5,5,5,5,91,60.1118444444445,59.3817398765432,3,182250
Country_b,Product_1,2017-04-01,-1954950,-888000,0,0,-691050,-375900,0,4,17,2,19,30,3,3,4,4,4,5,92,55.800428536446,55.1303166068076,1,220518
Country_b,Product_1,2017-05-01,-1765650,-701850,0,0,-688350,-375450,0,5,17,2,21,31,3,4,5,4,4,3,93,9.46842809994225,9.35547691473324,2,1601394.75
Country_b,Product_1,2017-06-01,-3093600,-1960050,0,0,-730950,-402600,0,6,17,2,22,30,4,4,4,5,5,5,94,60.3160951156812,59.4378658097687,3,262575
Country_b,Product_1,2017-07-01,-2186400,-889650,0,0,-910950,-385800,0,7,17,3,21,31,5,4,4,4,4,1,95,60.0769945945946,59.154061891892,1,249750
Country_c,Product_1,2012-01-01,-897000,-309000,0,0,-588000,0,0,1,12,1,22,31,5,5,4,4,4,2,22,20.7222246879335,19.3690214285715,1,324450
Country_c,Product_1,2012-02-01,-921000,-399000,0,0,-522000,0,0,2,12,1,20,29,3,4,5,4,4,3,23,20.5175950530036,19.9962976678446,2,318375
Country_c,Product_1,2012-03-01,-1207500,-672000,0,0,-535500,0,0,3,12,1,22,31,4,4,4,5,5,5,24,20.3245681536555,21.9863802973979,3,363150
Country_c,Product_1,2012-04-01,-885000,-340500,0,0,-544500,0,0,4,12,2,18,30,4,4,4,3,3,1,25,20.6342694935219,22.7882262073028,1,382050
Country_c,Product_1,2012-05-01,-1114500,-625500,0,0,-489000,0,0,5,12,2,19,31,3,3,5,4,4,4,26,20.4436876202694,16.6414409878127,2,350775
Country_c,Product_1,2012-06-01,-1384500,-789000,0,0,-595500,0,0,6,12,2,21,30,4,4,4,4,5,5,27,20.3154468513854,16.661261209068,3,357300
Country_c,Product_1,2012-07-01,-796500,-232500,0,0,-564000,0,0,7,12,3,22,31,5,5,4,4,4,2,28,20.0717554784333,16.6065688150718,1,453825
Country_c,Product_1,2012-08-01,-849000,-249000,0,0,-6e+05,0,0,8,12,3,22,31,4,4,4,5,5,5,29,20.4454783517835,16.899659102091,2,365850
Country_c,Product_1,2012-09-01,-901500,-310500,0,0,-591000,0,0,9,12,3,20,30,4,4,4,4,4,5,30,20.7008531155474,16.8845255898366,3,371925
Country_c,Product_1,2012-10-01,-1507500,-961500,0,0,-546000,0,0,10,12,4,23,31,5,5,5,4,4,3,31,20.2789757805908,16.777422320675,1,533250
Country_c,Product_1,2012-11-01,-1200000,-760500,0,0,-439500,0,0,11,12,4,21,30,4,4,4,4,5,5,32,20.4137234312948,16.1070362986496,2,566550
Country_c,Product_1,2012-12-01,-1800000,-1002000,0,0,-798000,0,0,12,12,4,20,31,5,3,4,4,4,1,33,20.8286319131834,17.3645922025724,3,559800
Country_c,Product_1,2013-01-01,-1581000,-532500,0,-18000,-1030500,0,0,1,13,1,22,31,4,4,5,5,4,4,34,20.9274352393617,16.6586013962766,1,676800
Country_c,Product_1,2013-02-01,-1308000,-502500,0,-16500,-789000,0,0,2,13,1,20,28,4,4,4,4,4,4,35,20.6403209829867,17.1248156143667,2,595125
Country_c,Product_1,2013-03-01,-1278000,-450000,0,-18000,-810000,0,0,3,13,1,20,31,4,4,4,4,4,4,36,20.7378088489458,16.9617997926029,3,650925
Country_c,Product_1,2013-04-01,-1518000,-655500,0,-13500,-849000,0,0,4,13,2,21,30,4,5,4,4,4,2,37,20.9356546699875,17.3281445828145,1,722700
Country_c,Product_1,2013-05-01,-1221000,-388500,0,-19500,-813000,0,0,5,13,2,19,31,3,4,3,4,5,5,38,20.5543330030959,14.8378706811145,2,726750
Country_c,Product_1,2013-06-01,-1182000,-424500,0,-15000,-742500,0,0,6,13,2,20,30,4,4,4,4,4,5,39,21.1160221446036,14.8789707300034,3,644175
Country_c,Product_1,2013-07-01,-1324500,-237000,0,-21000,-1066500,0,0,7,13,3,23,31,5,5,5,4,4,3,40,20.9208356134035,15.8458135419552,1,812475
Country_c,Product_1,2013-08-01,-1171200,-218700,0,-16800,-935700,0,0,8,13,3,21,31,4,4,4,4,5,5,41,20.895862414905,15.0114019706199,2,627975
Country_c,Product_1,2013-09-01,-1614450,-875100,0,-18150,-721200,0,0,9,13,3,21,30,5,4,4,4,4,1,42,20.9771432065218,15.3630635529893,3,662400
Country_c,Product_1,2013-10-01,-1527150,-464700,0,-26850,-1035600,0,0,10,13,4,23,31,4,5,5,5,4,4,43,20.9194394500001,16.7279885000001,1,9e+05
Country_c,Product_1,2013-11-01,-1788750,-651600,0,-16350,-1120800,0,0,11,13,4,19,30,3,4,4,4,4,5,44,20.7884656144307,13.6528979331079,2,598725
Country_c,Product_1,2013-12-01,-2456250,-1320000,0,-17700,-1118550,0,0,12,13,4,20,31,5,5,3,3,4,2,45,20.7935566016918,14.8109153365208,3,611775
Country_c,Product_1,2014-01-01,-1735200,-692550,0,-27450,-1015200,0,0,1,14,1,22,31,4,4,4,5,5,5,46,20.8302354707538,14.9649372536754,1,719325
Country_c,Product_1,2014-02-01,-1494450,-481650,0,-18600,-994200,0,0,2,14,1,20,28,4,4,4,4,4,5,47,20.8163934716084,15.1478724243455,2,661725
Country_c,Product_1,2014-03-01,-1325700,-286500,0,-24450,-1014750,0,0,3,14,1,21,31,5,4,4,4,4,1,48,20.9230192175703,16.1104268702814,3,655650
Country_c,Product_1,2014-04-01,-1438650,-495300,0,-9750,-933600,0,0,4,14,2,20,30,3,5,5,4,3,3,49,20.8508670500288,15.7412787521564,1,782550
Country_c,Product_1,2014-05-01,-1340850,-371550,0,-17100,-952200,0,0,5,14,2,19,31,4,4,4,2,5,5,50,20.9687197709667,18.960974435837,2,668025
Country_c,Product_1,2014-06-01,-1573650,-766350,0,-17400,-789900,0,0,6,14,2,20,30,4,4,4,4,4,1,51,21.0244144281915,16.7288413231383,3,676800
Country_c,Product_1,2014-07-01,-1270200,-288300,0,-15150,-966750,0,0,7,14,3,22,31,3,5,5,5,4,4,52,20.997962193699,16.6963029463243,1,771300
Country_c,Product_1,2014-08-01,-1180800,-222900,0,-17850,-940050.000000002,0,0,8,14,3,20,31,4,4,4,4,4,5,53,21.1538171696849,15.3135437625755,2,670950
Country_c,Product_1,2014-09-01,-1574700,-780750,0,-20700,-773250,0,0,9,14,3,22,30,5,5,4,4,4,2,54,20.9682839834516,16.9282812647754,3,761400
Country_c,Product_1,2014-10-01,-1473450,-431250,0,-16500,-1025700,0,0,10,14,4,23,31,4,4,5,5,5,5,55,20.95260874269,15.9846440643275,1,769500
Country_c,Product_1,2014-11-01,-1849800,-724650,0,-14100,-1111050,0,0,11,14,4,19,30,3,3,4,4,4,5,56,18.7231828408008,14.3745201779472,2,708075
Country_c,Product_1,2014-12-01,-2824200,-1877700,0,-12600,-933900,0,0,12,14,4,21,31,5,5,5,3,3,3,57,18.9800766609881,14.8289762918796,3,792450
Country_c,Product_1,2015-01-01,-1877400,-741600,0,-20850,-1114950,0,0,1,15,1,21,31,4,4,4,4,5,5,58,18.7435971404541,14.3397453041772,1,802575
Country_c,Product_1,2015-02-01,-1145850,-250950,0,-23250,-871650,0,0,2,15,1,20,28,4,4,4,4,4,5,59,18.7750805327868,14.8303553961749,2,658800
Country_c,Product_1,2015-03-01,-1001250,-134100,0,-27150,-840000,0,0,3,15,1,22,31,5,5,4,4,4,2,60,18.9255019842521,14.6603655118111,3,714375
Country_c,Product_1,2015-04-01,-1438050,-450000,0,-17400,-970650,0,0,4,15,2,21,30,3,4,5,5,4,4,61,18.8920041398601,14.9972972307692,1,804375
Country_c,Product_1,2015-05-01,-1039800,-162450,0,-16050,-861300,0,0,5,15,2,17,31,3,4,4,3,3,5,62,18.8718489527978,14.4975310409503,2,719775
Country_c,Product_1,2015-06-01,-1947000,-878550,0,-35400,-1033050,0,0,6,15,2,22,30,5,5,4,4,4,2,63,19.1735827877151,14.1811812689841,3,666675
