40,40,Country_a,Product_1,2015-05-01,-971850.0,-157650.0,0.0,0.0,-753900.0,0.0,-60300.0,5.0,15.0,2.0,20.0,31.0,3.0,4.0,4.0,4.0,5.0,5.0,63.0,38.2690283938712,30.2581512911175,2.0,209992.5
41,41,Country_a,Product_1,2015-06-01,-1158300.0,-315900.0,0.0,0.0,-792150.0,0.0,-50250.0,6.0,15.0,2.0,22.0,30.0,5.0,5.0,4.0,4.0,4.0,2.0,64.0,38.2735812962775,33.019842783243696,3.0,221827.5
42,42,Country_a,Product_1,2015-07-01,-1151850.0,-183450.0,0.0,0.0,-868050.0,0.0,-100350.0,7.0,15.0,3.0,22.0,31.0,4.0,4.0,4.0,5.0,5.0,5.0,65.0,39.6504564478802,28.959133586094694,1.0,228476.25
43,43,Country_a,Product_1,2015-08-01,1468500.0,-171000.0,0.0,0.0,1664700.0,0.0,-25200.0,8.0,15.0,3.0,20.0,31.0,4.0,4.0,4.0,4.0,4.0,1.0,66.0,37.2960593477925,29.1089082479007,2.0,218373.75
44,44,Country_a,Product_1,2015-09-01,-1242450.0,-514800.0,0.0,0.0,-667350.0,0.0,-60300.0,9.0,15.0,3.0,21.0,30.0,3.0,5.0,5.0,4.0,4.0,3.0,67.0,39.3816235908141,28.372677035490604,3.0,215550.0
45,45,Country_a,Product_1,2015-10-01,-1086750.0,-481050.0,0.0,0.0,-555600.0,0.0,-50100.0,10.0,15.0,4.0,21.0,31.0,3.0,4.0,4.0,5.0,5.0,5.0,68.0,37.4121588905399,28.52995047053,1.0,227137.5
46,46,Country_a,Product_1,2015-11-01,-1359300.0,-748500.0,0.0,0.0,-570600.0,0.0,-40200.0,11.0,15.0,4.0,21.0,30.0,5.0,4.0,4.0,4.0,4.0,1.0,69.0,39.608259398901204,29.71143445007,2.0,208867.5
47,47,Country_a,Product_1,2015-12-01,-1186650.0,-594150.0,0.0,0.0,-567300.0,0.0,-25200.0,12.0,15.0,4.0,18.0,31.0,3.0,4.0,4.0,4.0,3.0,4.0,70.0,40.0563607281911,31.9886158055351,3.0,213817.5
48,48,Country_a,Product_1,2016-01-01,-999150.0,-384000.0,0.0,0.0,-580050.0,0.0,-35100.0,1.0,16.0,1.0,20.0,31.0,4.0,4.0,4.0,4.0,4.0,5.0,71.0,37.04114513108609,29.1835726825842,1.0,192240.0
49,49,Country_a,Product_1,2016-02-01,-941400.0,-370800.0,0.0,0.0,-515250.0,0.0,-55350.0,2.0,16.0,1.0,19.0,29.0,3.0,4.0,4.0,4.0,4.0,1.0,72.0,40.224787613366,33.0543129073416,2.0,163119.375
50,50,Country_a,Product_1,2016-03-01,-486750.0,-74250.00000000019,0.0,0.0,-282000.0,0.0,-130500.0,3.0,16.0,1.0,21.0,31.0,3.0,5.0,5.0,5.0,3.0,4.0,73.0,38.781047205887,32.7443466692375,3.0,175044.375
51,51,Country_a,Product_1,2016-04-01,-1023300.0,-437100.0,0.0,0.0,-480750.0,0.0,-105450.0,4.0,16.0,2.0,21.0,30.0,4.0,4.0,4.0,4.0,5.0,5.0,74.0,39.428967733739796,32.726834222561,1.0,177120.0
52,52,Country_a,Product_1,2016-05-01,-704550.0,-197100.0,0.0,0.0,-442200.0,0.0,-65250.0,5.0,16.0,2.0,22.0,31.0,5.0,5.0,4.0,4.0,4.0,2.0,75.0,39.7993739151399,33.609555930569,2.0,186660.0
53,53,Country_a,Product_1,2016-06-01,-500550.0,-7650.000000000029,0.0,0.0,-377400.0,0.0,-115500.0,6.0,16.0,2.0,21.0,30.0,4.0,4.0,5.0,5.0,3.0,4.0,76.0,39.8068503448854,32.0245292524226,3.0,201425.625
54,54,Country_a,Product_1,2016-07-01,-709350.0,-205050.0,0.0,0.0,-469050.0,0.0,-35250.0,7.0,16.0,3.0,20.0,31.0,4.0,4.0,4.0,4.0,4.0,5.0,77.0,39.468747647162,27.822843631262106,1.0,192453.75
55,55,Country_a,Product_1,2016-08-01,-905550.0,-210900.0,0.0,0.0,-458700.0,0.0,-235950.0,8.0,16.0,3.0,21.0,31.0,4.0,5.0,4.0,4.0,4.0,3.0,78.0,37.7988432508959,28.378674423749104,2.0,254283.75
56,56,Country_a,Product_1,2016-09-01,-453000.0,-80099.9999999999,0.0,0.0,-197100.0,0.0,-175800.0,9.0,16.0,3.0,21.0,30.0,3.0,4.0,4.0,5.0,5.0,5.0,79.0,38.8895307324663,29.2463334444815,3.0,202432.5
57,57,Country_a,Product_1,2016-10-01,-554700.0,-169800.0,0.0,0.0,-214500.0,0.0,-170400.0,10.0,16.0,4.0,20.0,31.0,4.0,4.0,4.0,4.0,4.0,1.0,80.0,38.5139770545806,28.829484523201103,1.0,198078.75
58,58,Country_a,Product_1,2016-11-01,-596700.0,-38100.000000000095,0.0,0.0,-287700.0,0.0,-270900.0,11.0,16.0,4.0,21.0,30.0,4.0,5.0,5.0,4.0,3.0,3.0,81.0,38.820998176241396,30.727985575727402,2.0,271417.5
59,59,Country_a,Product_1,2016-12-01,-714750.0,-145050.0,0.0,0.0,-399300.0,0.0,-170400.0,12.0,16.0,4.0,17.0,31.0,3.0,3.0,3.0,4.0,4.0,5.0,82.0,38.8829103091214,28.7187665600732,3.0,221636.25
60,60,Country_a,Product_1,2017-01-01,-732750.0,-131100.0,0.0,0.0,-320700.0,0.0,-280950.0,1.0,17.0,1.0,22.0,31.0,5.0,5.0,4.0,4.0,4.0,2.0,83.0,36.216574287446896,26.390831008692107,1.0,222615.0
61,61,Country_a,Product_1,2017-02-01,-515400.0,-103800.0,0.0,0.0,-260550.0,0.0,-151050.0,2.0,17.0,1.0,20.0,28.0,4.0,4.0,4.0,4.0,4.0,2.0,84.0,39.173369654735396,29.7653367120684,2.0,213097.5
62,62,Country_a,Product_1,2017-03-01,-355200.0,81750.0,0.0,0.0,-298650.0,0.0,-138300.0,3.0,17.0,1.0,23.0,31.0,4.0,4.0,5.0,5.0,5.0,5.0,85.0,39.05777901032121,31.1204789235074,3.0,233257.5
63,63,Country_a,Product_1,2017-04-01,-642300.0,-254400.0,0.0,0.0,-264600.0,0.0,-123300.0,4.0,17.0,2.0,18.0,30.0,3.0,4.0,4.0,4.0,3.0,5.0,86.0,39.36278368747529,31.1420220403854,1.0,170482.5
64,64,Country_a,Product_1,2017-05-01,-364500.0,-26850.0,0.0,0.0,-255300.0,0.0,-82350.0,5.0,17.0,2.0,22.0,31.0,4.0,5.0,5.0,4.0,4.0,3.0,87.0,38.3635922121357,32.137963927377,2.0,188370.0
65,65,Country_a,Product_1,2017-06-01,-130350.0,212400.0,0.0,0.0,-260400.0,0.0,-82350.00000000019,6.0,17.0,2.0,21.0,30.0,3.0,4.0,4.0,5.0,5.0,5.0,88.0,38.8286152710399,29.067396857203107,3.0,213345.0
66,66,Country_a,Product_1,2017-07-01,-404250.0,-136950.0,0.0,0.0,-229800.0,0.0,-37500.0,7.0,17.0,3.0,21.0,31.0,5.0,4.0,4.0,4.0,4.0,1.0,89.0,38.2532041427715,28.1630877913778,1.0,197150.625
67,67,Country_b,Product_1,2013-05-01,-2608500.0,-2608500.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,2.0,23.0,31.0,4.0,4.0,4.0,5.0,5.0,5.0,45.0,60.6837,60.6837,2.0,112500.0
68,68,Country_b,Product_1,2013-06-01,-7770000.0,-7770000.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,2.0,19.0,30.0,3.0,3.0,3.0,4.0,4.0,5.0,46.0,60.6837,60.6837,3.0,45000.0
69,69,Country_b,Product_1,2013-07-01,-4452000.0,-4452000.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,3.0,24.0,31.0,5.0,5.0,5.0,4.0,4.0,3.0,47.0,60.6837,60.6837,1.0,112500.0
70,70,Country_b,Product_1,2013-08-01,-1701450.0,-1701450.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,3.0,23.0,31.0,4.0,4.0,4.0,5.0,5.0,5.0,48.0,60.6837,60.623608875,2.0,180000.0
71,71,Country_b,Product_1,2013-09-01,-1720950.0,-1720950.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,3.0,21.0,30.0,5.0,4.0,4.0,3.0,3.0,1.0,49.0,60.6837,60.6837,3.0,146250.0
72,72,Country_b,Product_1,2013-10-01,-2504850.0,-2504850.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,4.0,19.0,31.0,3.0,4.0,4.0,4.0,3.0,4.0,50.0,60.6837,60.6837,1.0,112500.0
73,73,Country_b,Product_1,2013-11-01,-2728800.0,-2728800.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,4.0,21.0,30.0,4.0,4.0,4.0,4.0,5.0,5.0,51.0,60.6837,60.0652344,2.0,112500.0
74,74,Country_b,Product_1,2013-12-01,-661649.999999999,-661649.999999999,0.0,0.0,0.0,0.0,0.0,12.0,13.0,4.0,21.0,31.0,5.0,5.0,3.0,4.0,4.0,2.0,52.0,60.6837,58.64742160000011,3.0,112500.0
75,75,Country_b,Product_1,2014-01-01,-1310100.0,-1310100.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,22.0,31.0,4.0,4.0,4.0,5.0,4.0,4.0,53.0,60.6837,59.7734444444445,1.0,202500.0
76,76,Country_b,Product_1,2014-02-01,-485250.0,-485250.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,17.0,28.0,3.0,3.0,3.0,3.0,4.0,5.0,54.0,60.6837,59.7734445171849,2.0,137475.0
77,77,Country_b,Product_1,2014-03-01,-2199000.0,-663150.0,0.0,0.0,-1535850.0,0.0,0.0,3.0,14.0,1.0,21.0,31.0,5.0,4.0,4.0,4.0,4.0,1.0,55.0,60.6837,59.69852314285711,3.0,157500.0
78,78,Country_b,Product_1,2014-04-01,-3904050.0,-2010750.0,0.0,0.0,-1893300.0,0.0,0.0,4.0,14.0,2.0,21.0,30.0,3.0,5.0,5.0,4.0,4.0,3.0,56.0,60.6837,62.1198016000001,1.0,112500.0
79,79,Country_b,Product_1,2014-05-01,-3439800.0,-1789650.0,0.0,0.0,-1650150.0,0.0,0.0,5.0,14.0,2.0,21.0,31.0,4.0,4.0,4.0,4.0,4.0,5.0,57.0,60.6837,59.89481200000011,2.0,67500.0
80,80,Country_b,Product_1,2014-06-01,-4382100.0,-2563200.0,0.0,0.0,-1818900.0,0.0,0.0,6.0,14.0,2.0,20.0,30.0,4.0,4.0,4.0,4.0,4.0,1.0,58.0,60.6837,59.89481200000011,3.0,135000.0
81,81,Country_b,Product_1,2014-07-01,-4683900.0,-2703750.0,0.0,0.0,-1980150.0,0.0,0.0,7.0,14.0,3.0,23.0,31.0,4.0,5.0,5.0,5.0,4.0,4.0,59.0,64.01703,63.1848086,1.0,225000.0
82,82,Country_b,Product_1,2014-08-01,-5698650.0,-3950100.0,0.0,0.0,-1748550.0,0.0,0.0,8.0,14.0,3.0,21.0,31.0,4.0,4.0,4.0,4.0,5.0,5.0,60.0,60.6837,59.526227125000105,2.0,180000.0
83,83,Country_b,Product_1,2014-09-01,-6474600.0,-4735200.0,0.0,0.0,-1739400.0,0.0,0.0,9.0,14.0,3.0,22.0,30.0,4.0,5.0,4.0,4.0,4.0,2.0,61.0,60.6837,59.8948119444444,3.0,162000.0
84,84,Country_b,Product_1,2014-10-01,-5337150.0,-3409350.0,0.0,-17400.0,-1818000.0,0.0,-92400.0,10.0,14.0,4.0,19.0,31.0,3.0,3.0,4.0,4.0,4.0,5.0,62.0,59.871162790697696,59.092837632135286,1.0,159637.5
85,85,Country_b,Product_1,2014-11-01,-4848000.0,-3018000.0,0.0,-1800.0,-1818450.0,0.0,-9749.99999999999,11.0,14.0,4.0,20.0,30.0,4.0,4.0,4.0,4.0,4.0,5.0,63.0,60.5827287853578,59.795153410981705,2.0,135225.0
86,86,Country_b,Product_1,2014-12-01,-6617550.0,-4655850.0,0.0,-23850.0,-1811400.0,0.0,-126450.0,12.0,14.0,4.0,22.0,31.0,5.0,5.0,5.0,3.0,4.0,3.0,64.0,0.0,-0.8099923076923069,3.0,2925.0
87,87,Country_b,Product_1,2015-01-01,-2415150.0,-955500.0,0.0,-16500.0,-1321500.0,0.0,-121650.0,1.0,15.0,1.0,20.0,31.0,4.0,4.0,4.0,4.0,4.0,5.0,65.0,59.8196385542169,59.0419833515882,1.0,205425.0
88,88,Country_b,Product_1,2015-02-01,-2438700.0,-1131900.0,0.0,-4500.0,-1278000.0,0.0,-24300.0,2.0,15.0,1.0,15.0,28.0,3.0,3.0,3.0,3.0,3.0,5.0,66.0,60.5575384615385,59.7702903950105,2.0,270562.5
89,89,Country_b,Product_1,2015-03-01,-3264600.0,-2016000.0,0.0,-14850.0,-1186350.0,0.0,-47400.0,3.0,15.0,1.0,22.0,31.0,5.0,5.0,4.0,4.0,4.0,2.0,67.0,60.269348230912506,59.485846554934795,3.0,181237.5
90,90,Country_b,Product_1,2015-04-01,-3520200.0,-1972500.0,0.0,-34500.0,-1327050.0,0.0,-186150.0,4.0,15.0,2.0,19.0,30.0,3.0,4.0,5.0,4.0,3.0,4.0,68.0,59.5734672021419,58.79901213743871,1.0,252112.5
91,91,Country_b,Product_1,2015-05-01,-3567900.0,-1827900.0,0.0,-49200.0,-1424400.0,0.0,-266400.0,5.0,15.0,2.0,17.0,31.0,3.0,4.0,4.0,3.0,3.0,5.0,69.0,59.0987782204515,58.3304941124391,2.0,254137.5
92,92,Country_b,Product_1,2015-06-01,-4665150.0,-3067650.0,0.0,-43650.0,-1315350.0,0.0,-238500.0,6.0,15.0,2.0,21.0,30.0,5.0,5.0,4.0,4.0,3.0,2.0,70.0,59.5204852941177,58.264091889483005,3.0,252450.0
93,93,Country_b,Product_1,2015-07-01,-4855800.0,-2976150.0,0.0,-42600.0,-1605900.0,0.0,-231150.0,7.0,15.0,3.0,23.0,31.0,4.0,4.0,5.0,5.0,5.0,5.0,71.0,59.1459064327485,58.3770096491228,1.0,230850.0
94,94,Country_b,Product_1,2015-08-01,-4401450.0,-2881200.0,0.0,-37050.0,-1283700.0,0.0,-199500.0,8.0,15.0,3.0,21.0,31.0,5.0,4.0,4.0,4.0,4.0,1.0,72.0,0.0,0.0,2.0,4837.5
95,95,Country_b,Product_1,2015-09-01,-6613200.0,-5003700.0,0.0,-39150.0,-1357350.0,0.0,-213000.0,9.0,15.0,3.0,21.0,30.0,3.0,5.0,5.0,4.0,4.0,3.0,73.0,0.0,0.0,3.0,5400.0
96,96,Country_b,Product_1,2015-10-01,-4567500.0,-1995750.0,0.0,-45450.0,-1266150.0,0.0,-1260150.0,10.0,15.0,4.0,17.0,31.0,3.0,3.0,3.0,4.0,4.0,5.0,74.0,59.3400684370918,58.5686475402699,1.0,258412.5
97,97,Country_b,Product_1,2015-11-01,-5678400.0,-3516450.0,0.0,-75750.0,-1447200.0,0.0,-639000.0,11.0,15.0,4.0,21.0,30.0,5.0,4.0,4.0,4.0,4.0,1.0,75.0,56.9036704621568,56.16392270596111,2.0,167962.5
98,98,Country_b,Product_1,2015-12-01,-4064400.0,-2522250.0,0.0,-57750.0,-1484400.0,0.0,0.0,12.0,15.0,4.0,18.0,31.0,4.0,4.0,4.0,3.0,3.0,1.0,76.0,57.7154755434783,56.0408504076087,3.0,165600.0
99,99,Country_b,Product_1,2016-01-01,-3240150.0,-1507350.0,0.0,-41100.0,-1146450.0,0.0,-545250.0,1.0,16.0,1.0,20.0,31.0,4.0,4.0,4.0,4.0,4.0,5.0,77.0,59.361556247221095,58.589856024899994,1.0,253012.5
100,100,Country_b,Product_1,2016-02-01,-2639400.0,-1357650.0,0.0,-30150.0,-1251600.0,0.0,0.0,2.0,16.0,1.0,18.0,29.0,4.0,3.0,3.0,3.0,3.0,1.0,78.0,59.7333959731544,58.956861834452,2.0,251437.5
101,101,Country_b,Product_1,2016-03-01,-2735700.0,-1563300.0,0.0,-75900.0,-1096500.0,0.0,0.0,3.0,16.0,1.0,23.0,31.0,4.0,5.0,5.0,5.0,4.0,4.0,79.0,56.1886111111112,55.4581591049384,3.0,145800.0
102,102,Country_b,Product_1,2016-04-01,-3904950.0,-2719650.0,0.0,-10050.0,-1175250.0,0.0,0.0,4.0,16.0,2.0,20.0,30.0,3.0,4.0,4.0,4.0,5.0,5.0,80.0,60.132485549132994,59.35076333608591,1.0,136237.5
103,103,Country_b,Product_1,2016-05-01,-4647600.0,-2853150.0,0.0,-77550.0,-1171650.0,0.0,-545250.0,5.0,16.0,2.0,21.0,31.0,4.0,5.0,4.0,4.0,4.0,2.0,81.0,57.8490943755959,57.09705614871299,2.0,236025.0
104,104,Country_b,Product_1,2016-06-01,-6623100.0,-5461350.0,0.0,-101700.0,-1060050.0,0.0,0.0,6.0,16.0,2.0,21.0,30.0,4.0,4.0,5.0,4.0,3.0,4.0,82.0,57.4112956442177,56.4947794382676,3.0,243452.25
105,105,Country_b,Product_1,2016-07-01,-4143750.0,-2047200.0,0.0,-54600.0,-1263300.0,0.0,-778650.0,7.0,16.0,3.0,21.0,31.0,4.0,4.0,4.0,4.0,5.0,5.0,83.0,58.8762733677156,58.1104623494981,1.0,236022.75
106,106,Country_b,Product_1,2016-08-01,-2574150.0,-1307100.0,0.0,-52950.0,-1214100.0,0.0,0.0,8.0,16.0,3.0,23.0,31.0,5.0,5.0,5.0,4.0,4.0,3.0,84.0,58.4462255756843,57.679953375805205,2.0,189654.75
